title,director,year,country,genres,image,synopsis,mubi_url,film_id
Paranoid Park,Gus Van Sant,2007,"United States, France",Drama,https://assets.mubicdn.net/images/film/97/image-w448.jpg,An unsolved murder at Portland’s infamous Paranoid skateboard park brings detectives to a local high school. 16-year-old skater Alex decides to say nothing and gets into a moral odyssey where he must not only deal with the pain and guilt but also the consequences of his own actions.,https://mubi.com/en/films/paranoid-park,97
Parasite,Bong Joon Ho,2019,South Korea,"Drama, Comedy, Thriller",https://assets.mubicdn.net/images/film/172930/image-w448.jpg,"Meet the Park Family, the picture of aspirational wealth. And the Kim Family, rich in street smarts but not much else. Masterminded by Ki-Woo, the Kim children scam their way as tutors into the wealthy household—and it’s not long before the Parks are obliviously bankrolling the whole Kim clan…",https://mubi.com/en/films/parasite-2018,172930
Paris Belongs to Us,Jacques Rivette,1961,France,"Mystery, Drama, Thriller",https://assets.mubicdn.net/images/film/2416/image-w448.jpg,"Young literature student Anne arrives in Paris for an entrance exam but is drawn into a theater troupe led by Gérard, who is staging Pericles. As she becomes entangled in their lives, the mysterious death of a friend and whispers of a hidden conspiracy cast a growing shadow over her world.",https://mubi.com/en/films/paris-belongs-to-us,2416
Paris by Night,Philippe Lefèbvre,2012,France,"Drama, Crime",https://assets.mubicdn.net/images/film/94981/image-w448.jpg,"Police commander Simon Weiss, head of the division that supervises Paris’s demi-monde, starts out on his nightly tour of bars, discos and strip clubs, making sure once again that the owners don’t bend the rules too far.",https://mubi.com/en/films/paris-by-night-2012,94981
Paris Is Burning,Jennie Livingston,1990,United States,"Documentary, LGBTQ+, History",https://assets.mubicdn.net/images/film/21477/image-w448.jpg,"New York City, 1980. In Harlem’s African American and Latinx drag-ball scene, rival houses compete in fierce contests for trophies. Meanwhile, legendary voguers, drag queens, and trans women—including Willi Ninja, Pepper LaBeija, and Venus Xtravaganza—reveal the rules and traditions of the scene.",https://mubi.com/en/films/paris-is-burning,21477
Paris Memories,Alice Winocour,2022,France,"Drama, Crime, Romance",https://assets.mubicdn.net/images/film/339431/image-w448.jpg,"Three months after a terrorist attack in a Paris bistro, Mia struggles to process her trauma and recall the events of that night. Returning to the city, she retraces her steps and connects with fellow survivors, hoping to find the stranger who comforted her.",https://mubi.com/en/films/paris-memories,339431
"Paris, Texas",Wim Wenders,1984,"West Germany, France",Drama,https://assets.mubicdn.net/images/film/1502/image-w448.jpg,"Travis walks out of the Texas desert after disappearing for four years. He is picked up by his brother Walt, who has been looking after Travis’ son Hunter. After slowly reconnecting with Hunter, Travis tries to bring his family back together by traveling to Houston in search of his estranged wife.",https://mubi.com/en/films/paris-texas,1502
Parthenope,Paolo Sorrentino,2024,"Italy, France",Drama,https://assets.mubicdn.net/images/film/391586/image-w448.jpg,"Born in the Bay of Naples in 1950, Parthenope searches for happiness over the long summers of her youth, falling in love with her home city and its many memorable characters. But when tragedy strikes, and carefree romances lose their thrill, she decides to seek a deeper sense of purpose.",https://mubi.com/en/films/parthenope,391586
Party Girl,Daisy von Scherler Mayer,1995,United States,"Comedy, Cult, Drama",https://assets.mubicdn.net/images/film/17222/image-w448.jpg,"Mary, a New York City nightclub scenester and social butterfly, rules the underground party scene. By day, however, she lacks purpose and struggles to make rent. When her aunt gets her a job at the local library, Mary initially waffles under the constraints—but soon begins to flourish.",https://mubi.com/en/films/party-girl-1995,17222
Passages,Lisl Ponger,1996,Austria,"Documentary, Short",https://assets.mubicdn.net/images/film/22747/image-w448.jpg,Lisl Ponger creates an imaginary map of the twentieth century on which the stories of emigration are engraved like well-worn tracks of occidental memory.,https://mubi.com/en/films/passages,22747
Passages,Ira Sachs,2023,France,"Drama, LGBTQ+, Romance",https://assets.mubicdn.net/images/film/325455/image-w448.jpg,"Tomas and Martin are a gay couple living in Paris whose marriage is thrown into crisis when Tomas impulsively begins a passionate affair with young schoolteacher Agathe. But when Martin begins an affair of his own, Tomas must confront life decisions he may be unprepared—or unwilling—to deal with.",https://mubi.com/en/films/passages-2022,325455
Passed by Censor,Serhat Karaaslan,2019,"Turkey, Germany",Drama,https://assets.mubicdn.net/images/film/233232/image-w448.jpg,"As a prison letter examiner, Zakir’s job is to black out objectionable content from the inmates’ incoming and outgoing mail. In his free time, Zakir attends a writing course: his secret passion, and a means to socialise outside of work.",https://mubi.com/en/films/passed-by-censor,233232
Passing,Rebecca Hall,2021,"United States, United Kingdom","Drama, Romance",https://assets.mubicdn.net/images/film/254941/image-w448.jpg,A Black woman finds her world upended when her life becomes intertwined with a former childhood friend who’s passing as white.,https://mubi.com/en/films/passing-2020,254941
Passing Summer,Angela Schanelec,2001,Germany,Drama,https://assets.mubicdn.net/images/film/23061/image-w448.jpg,"A woman faces a variety of emotional crises as she spends the summer interacting in differing ways with friends, family, and lovers in this drama. Valerie is an author in her early thirties who has just moved to Berlin, while her best friend Sophie will be spending the summer in Rome.",https://mubi.com/en/films/passing-summer,23061
Passion,Ryusuke Hamaguchi,2008,Japan,Drama,https://assets.mubicdn.net/images/film/155549/image-w448.jpg,"When Kaho and Tomoya announce their engagement at a celebratory dinner with friends, they are unprepared for the emotional turmoil unleashed once a past infidelity is revealed. Later, when Tomoya visits the apartment of his former classmate, further revelations of passion come to light.",https://mubi.com/en/films/passion-2008,155549
Simple Passion,Danielle Arbid,2020,"France, Belgium",Drama,https://assets.mubicdn.net/images/film/269589/image-w448.jpg,"Parisian professor and single mother Hélène falls into an addictive relationship with Russian diplomat Alexandre, with whom she has nothing in common. But as Alexandre continues to deny Hélène’s desire for a more meaningful relationship, her obsession with him begins to spiral out of control.",https://mubi.com/en/films/passion-simple,269589
Past Lives,Celine Song,2023,"United States, South Korea","Romance, Drama",https://assets.mubicdn.net/images/film/255448/image-w448.jpg,"Nora and Hae Sung are classmates at a school in Seoul. But their friendship ends when Nora’s family moves to Canada. Twelve years later, Nora notices that Hae Sung’s been searching for her on social media. They reconnect, but another dozen years pass before they meet during his visit to New York.",https://mubi.com/en/films/past-lives,255448
Paternal Leave,Alissa Jung,2025,"Germany, Italy",Drama,https://assets.mubicdn.net/images/film/434462/image-w448.jpg,"Amid the harsh winter, 15-year-old Leo travels to Italy’s northern coast to find her long-absent father, Paolo. Her hope soon meets old wounds as Paolo’s settled life is upended. Through silence, tension, and unfamiliar words, father and daughter slowly edge toward connection.",https://mubi.com/en/films/paternal-leave,434462
Paterson,Jim Jarmusch,2016,"France, Germany","Drama, Comedy, Romance",https://assets.mubicdn.net/images/film/149803/image-w448.jpg,"Paterson is a bus driver in the city of Paterson, New Jersey. Every day, Paterson adheres to a simple routine: he drives his bus, observing the city and overhearing fragments of conversation; he writes poetry; he walks his dog; he goes to the same bar to drink a beer; he goes home to his wife Laura.",https://mubi.com/en/films/paterson,149803
Patti Smith: Dream of Life,Steven Sebring,2008,United States,"Documentary, Musical, Biography",https://assets.mubicdn.net/images/film/1069/image-w448.jpg,"Capturing both Patti Smith’s charged live performances and her informal interactions with friends and collaborators including Philip Glass, this documentary is also a touching tale of survival, detailing as it does the artist’s recovery from the unexpected deaths of her husband and her brother.",https://mubi.com/en/films/patti-smith-dream-of-life,1069
Pavements,Alex Ross Perry,2024,United States,"Documentary, Music, Comedy",https://assets.mubicdn.net/images/film/419273/image-w448.jpg,"‘90s indie-rock band Pavement reunites for their sold-out 2022 tour. But as preparations get underway, surreal tributes emerge: an off-Broadway musical adaptation of their songs, a museum devoted entirely to the band’s legacy, and a shamelessly awards-baiting Hollywood biopic.",https://mubi.com/en/films/pavements,419273
Peacock,Bernhard Wenger,2024,"Austria, Germany","Comedy, Drama",https://assets.mubicdn.net/images/film/401483/image-w448.jpg,"Matthias is the head of a successful Rent-A-Friend agency: If you need company, want to improve your public appearance, or even manipulate someone–just rent a friend. Matthias plays every role his clients desire—like an actor—but in real life.",https://mubi.com/en/films/peacock-2024,401483
Pearl,Ti West,2022,United States,"Horror, Thriller, Crime",https://assets.mubicdn.net/images/film/336486/image-w448.jpg,"Trapped on her family’s isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she’s seen in the movies, Pearl’s ambitions, temptations, and repressions collide.",https://mubi.com/en/films/pearl-2022,336486
Peasants,"Marta Rodríguez, Jorge Silva",1975,Colombia,Documentary,https://assets.mubicdn.net/images/film/274106/image-w448.jpg,"Between 1972 and 1975, peasants and workers grappled with the rise of coffee plantations and tenants’ demands. Their struggle highlights the cultural and political significance of land, contrasting Indigenous perspectives with the ruling class’s power dynamics.",https://mubi.com/en/films/peasants-1975,274106
